Unnamed: 0,zip,naics,est,lat,lng
2325,1035,512131,1,42.35563,-72.5692
3579,1060,512131,1,42.32218,-72.63126
3822,1062,512131,1,42.32146,-72.69244
5483,1089,512131,1,42.12532,-72.65025
6425,1104,512131,1,42.13326,-72.56733
7650,1129,512131,1,42.1211,-72.4877
8783,1230,512131,1,42.18197,-73.34244
9066,1237,512131,1,42.5529,-73.25373
9743,1253,512131,1,42.20751,-73.1118
10230,1267,512131,1,42.66593,-73.24209
10464,1301,512131,1,42.62375,-72.60379
12013,1420,512131,1,42.58559,-71.81693
12722,1440,512131,1,42.58797,-71.98649
13309,1453,512131,1,42.51961,-71.76583
13569,1460,512131,1,42.53503,-71.4891
13729,1462,512132,1,42.58994,-71.72036
15344,1510,512131,1,42.4119,-71.68883
16102,1524,512132,1,42.24919,-71.91989
16297,1527,512131,1,42.19228,-71.77397
19185,1581,512131,1,42.26815,-71.61402
19447,1583,512131,1,42.37034,-71.78502
19663,1588,512131,1,42.11837,-71.66836
20916,1606,512131,1,42.31367,-71.79614
21643,1610,512131,1,42.24645,-71.80968
22117,1701,512131,2,42.32195,-71.43796
24960,1752,512131,2,42.3494,-71.54681
27163,1801,512131,1,42.48694,-71.15415
27545,1803,512131,1,42.5028,-71.20147
28200,1821,512131,1,42.54999,-71.25206
30221,1843,512131,2,42.68985,-71.16095
30479,1844,512131,2,42.73426,-71.18858
31486,1853,512131,1,,
32918,1879,512131,1,42.66626,-71.42911
35663,1915,512131,2,42.56841,-70.8647
36228,1923,512131,2,42.57398,-70.94923
37981,1950,512131,1,42.81237,-70.88785
38300,1952,512131,1,42.84655,-70.86163
39251,1970,512131,1,42.51298,-70.90266
39966,2019,512131,1,42.0777,-71.47407
40711,2026,512131,4,42.24665,-71.1777
41850,2043,512131,1,42.21678,-70.88494
44026,2066,512131,1,42.20129,-70.76155
46213,2111,512131,1,42.35067,-71.06054
50170,2135,512131,1,42.34989,-71.15417
50650,2138,512131,3,42.37997,-71.13446
50927,2139,512131,1,42.36224,-71.10253
51565,2142,512131,1,42.36295,-71.08189
51988,2144,512131,1,42.40088,-71.122
52194,2145,512131,1,42.39206,-71.0895
53258,2151,512131,1,42.41887,-71.004
55165,2184,512131,1,42.20386,-71.0022
56043,2190,512131,1,42.16625,-70.95253
56759,2215,512131,1,42.34741,-71.10276
58465,2333,512131,1,42.03521,-70.94235
58820,2339,512131,1,42.12241,-70.85665
60876,2364,512131,1,41.98616,-70.74823
61188,2368,512131,1,42.17506,-71.05011
62220,2420,512131,1,42.45821,-71.21762
62808,2446,512131,2,42.3435,-71.12179
63105,2451,512131,1,42.39859,-71.2573
63635,2453,512131,1,42.36918,-71.24101
64398,2460,512131,1,42.35206,-71.20835
64933,2465,512131,1,42.34969,-71.22646
65262,2467,512131,1,42.31725,-71.16096
65873,2474,512131,1,42.42053,-71.15666
67315,2494,512131,1,42.29959,-71.2317
67728,2535,512131,1,41.34896,-70.74629
68208,2539,512131,1,41.37994,-70.53227
68910,2556,512131,1,41.63903,-70.62521
69890,2571,512131,1,41.76184,-70.70138
70363,2601,512131,1,41.66,-70.29327
71153,2638,512131,1,41.73225,-70.19459
71581,2645,512131,1,41.70352,-70.06215
71977,2649,512131,1,41.61778,-70.49077
72639,2657,512131,1,42.06139,-70.19813
