Unnamed: 0,zip,naics,est,lat,lng
775,1002,512131,1,42.37633,-72.46462
5882,1035,512131,1,42.35563,-72.5692
8934,1060,512131,1,42.32218,-72.63126
13744,1089,512131,1,42.12532,-72.65025
19011,1129,512131,1,42.1211,-72.4877
20112,1201,512131,1,42.45614,-73.28114
21842,1230,512131,1,42.18197,-73.34244
22505,1237,512131,1,42.5529,-73.25373
25336,1267,512131,1,42.66593,-73.24209
25892,1301,512131,1,42.62375,-72.60379
29919,1420,512131,1,42.58559,-71.81693
31745,1440,512131,1,42.58797,-71.98649
33277,1453,512131,1,42.51961,-71.76583
40376,1524,512132,1,42.24919,-71.91989
40914,1527,512131,3,42.19228,-71.77397
46168,1566,512131,1,42.1047,-72.07745
48315,1581,512131,1,42.26815,-71.61402
48939,1583,512131,1,42.37034,-71.78502
52615,1606,512131,1,42.31367,-71.79614
54433,1610,512131,1,42.24645,-71.80968
55551,1701,512131,1,42.32195,-71.43796
62641,1752,512131,1,42.3494,-71.54681
63588,1756,512132,1,42.09301,-71.55146
64074,1757,512131,1,42.15723,-71.51978
68156,1801,512131,1,42.48694,-71.15415
69024,1803,512131,1,42.5028,-71.20147
75699,1843,512131,1,42.68985,-71.16095
76362,1844,512131,1,42.73426,-71.18858
78914,1853,512131,1,,
82518,1879,512131,1,42.66626,-71.42911
89310,1915,512131,1,42.56841,-70.8647
90606,1923,512131,1,42.57398,-70.94923
91713,1930,512131,1,42.62605,-70.68966
95802,1952,512131,2,42.84655,-70.86163
99985,2019,512131,1,42.0777,-71.47407
101810,2026,512131,2,42.24665,-71.1777
103114,2035,512131,2,42.06266,-71.24613
104598,2043,512131,2,42.21678,-70.88494
115141,2111,512131,1,42.35067,-71.06054
116481,2115,512131,1,42.34046,-71.09481
117532,2117,512131,1,,
126704,2138,512131,1,42.37997,-71.13446
127382,2139,512131,1,42.36224,-71.10253
129610,2143,512131,1,42.38142,-71.09677
130158,2144,512131,1,42.40088,-71.122
130671,2145,512131,1,42.39206,-71.0895
133332,2151,512131,1,42.41887,-71.004
138100,2184,512131,1,42.20386,-71.0022
141948,2215,512131,1,42.34741,-71.10276
146967,2339,512131,1,42.12241,-70.85665
151987,2364,512131,1,41.98616,-70.74823
152817,2368,512131,1,42.17506,-71.05011
156820,2446,512131,1,42.3435,-71.12179
158823,2453,512131,1,42.36918,-71.24101
162069,2465,512131,2,42.34969,-71.22646
162900,2467,512131,2,42.31725,-71.16096
163863,2472,512131,1,42.37,-71.17713
164449,2474,512131,1,42.42053,-71.15666
169042,2535,512131,1,41.34896,-70.74629
169371,2536,512131,1,41.59706,-70.56677
170327,2539,512131,1,41.37994,-70.53227
171222,2543,512131,1,41.48731,-70.74525
171733,2554,512131,1,41.28555,-70.08043
174094,2568,512131,1,41.44341,-70.61534
174613,2571,512131,1,41.76184,-70.70138
175856,2601,512131,1,41.66,-70.29327
177911,2638,512131,1,41.73225,-70.19459
180053,2649,512131,1,41.61778,-70.49077
181798,2657,512131,2,42.06139,-70.19813
182360,2660,512131,1,41.70828,-70.15517
183418,2667,512131,1,41.92937,-70.02074
192358,2745,512131,1,41.70284,-70.94695
193385,2747,512131,1,41.6577,-71.01202
194344,2760,512131,1,41.97004,-71.33586
197789,2771,512131,2,41.83787,-71.31736
198338,2777,512131,1,41.75699,-71.21208
199271,2780,512131,1,41.90743,-71.11939
201018,2807,512131,1,41.17762,-71.57854
206863,2840,512131,2,41.47838,-71.31993
207647,2842,512131,1,41.51739,-71.27667
212182,2865,512131,1,41.91251,-71.44822
214197,2879,512131,1,41.42865,-71.53837
216365,2886,512131,2,41.70493,-71.45892
221327,2903,512131,3,41.81902,-71.41003
223248,2906,512131,1,41.83964,-71.38963
227749,2916,512131,1,41.84438,-71.35258
232673,3038,512131,1,42.88867,-71.27932
233216,3042,512131,1,43.05009,-71.07467
235977,3053,512131,1,42.87927,-71.38702
236690,3054,512131,1,42.85471,-71.51878
237312,3055,512132,1,42.81783,-71.67361
238032,3060,512131,1,42.74135,-71.45936
246144,3106,512131,2,43.07097,-71.43651
252148,3247,512132,1,,
252410,3249,512131,1,43.55806,-71.38505
252721,3251,512131,1,44.0796,-71.65276
253065,3253,512131,1,43.63193,-71.49749
258096,3301,512131,2,43.22423,-71.54342
260018,3431,512131,2,42.96785,-72.29862
262486,3458,512131,1,42.86906,-71.93797
263745,3470,512132,1,42.77869,-72.34413
264123,3561,512131,1,44.33222,-71.80973
266170,3584,512131,1,44.48696,-71.54278
268448,3743,512131,1,43.36026,-72.32489
269499,3755,512131,1,43.72377,-72.19563
270103,3766,512131,1,43.63491,-72.23819
272894,3801,512131,1,43.07293,-70.8052
276752,3825,512131,1,43.21366,-71.04227
282367,3860,512131,1,44.0427,-71.12422
289456,3907,512131,1,43.25474,-70.611
290474,4001,512131,1,43.52991,-70.92078
291353,4005,512131,1,43.49591,-70.49537
292042,4009,512131,1,44.04791,-70.73632
292043,4009,512132,1,44.04791,-70.73632
292670,4011,512131,2,43.90068,-69.97607
298904,4062,512131,1,43.79798,-70.40547
300549,4072,512131,1,43.53898,-70.46236
304714,4092,512131,1,43.69542,-70.35389
306608,4101,512131,2,43.6624,-70.2586
309006,4105,512131,1,43.74753,-70.2825
309720,4106,512131,1,43.63081,-70.28972
311381,4210,512131,1,44.08505,-70.24923
312068,4217,512131,1,44.36726,-70.83364
319210,4330,512131,1,44.36387,-69.73729
323088,4401,512131,2,44.84711,-68.84654
329446,4473,512131,1,44.88594,-68.71888
