Unnamed: 0,zip,naics,est,lat,lng
120684,5602,512131,3,44.2848,-72.61498
157800,6901,512131,3,41.05349,-73.53845
166946,7042,512131,3,40.81382,-74.21775
168846,7054,512131,3,40.85527,-74.40239
247688,10003,512131,7,40.73184,-73.98915
250461,10011,512131,3,40.74173,-74.00037
256525,10023,512131,3,40.77464,-73.97836
258213,10028,512131,3,40.77643,-73.95339
260333,10036,512131,3,40.75976,-73.99064
297955,11201,512131,3,40.69477,-73.99031
301660,11211,512131,3,40.71428,-73.94602
327871,11554,512131,3,40.71974,-73.56044
379464,13066,512131,3,43.03297,-76.00259
517087,19106,512131,4,39.94589,-75.14224
614547,22031,512131,3,38.85954,-77.2599
657704,23666,512131,3,37.05818,-76.40817
699650,27265,512131,3,36.00947,-80.03272
706046,27407,512131,3,36.01124,-79.87588
709635,27514,512131,4,35.96776,-79.04406
715908,27577,512131,3,35.49166,-78.3446
764966,28562,512131,3,35.08105,-77.12486
834306,30078,512131,3,33.86118,-84.01795
899676,31904,512131,3,32.55189,-85.00009
939470,32720,512131,3,29.01775,-81.37802
951352,32819,512131,3,28.45565,-81.472
982278,33139,512131,3,25.78523,-80.15085
990846,33172,512131,3,25.78655,-80.3623
1050993,33870,512131,3,27.50571,-81.36071
1123460,36330,512131,4,31.30743,-85.85854
1142924,37129,512131,3,35.92556,-86.44098
1169241,37919,512131,3,35.91429,-84.00106
1179466,38134,512131,3,35.17674,-89.85992
1427564,48152,512131,3,42.42597,-83.37433
1564594,53719,512131,3,43.0281,-89.50003
1583890,54701,512131,4,44.7432,-91.50899
1623393,55416,512131,3,44.94961,-93.34157
1638875,56001,512131,3,44.13193,-93.97789
1692122,60010,512131,4,42.15255,-88.16519
1860826,65806,512131,3,37.20567,-93.29847
1881368,67202,512131,3,37.68668,-97.33521
1883110,67209,512131,4,37.6639,-97.43463
1892603,67950,512131,3,37.06277,-101.86765
2004098,74011,512131,3,35.98154,-95.81007
2011490,74133,512131,4,36.04113,-95.87955
2011981,74135,512131,3,36.09725,-95.92315
2014950,74401,512131,3,35.72304,-95.45431
2032672,75067,512131,4,33.01416,-97.00268
2045839,75206,512131,3,32.83161,-96.77032
2049068,75220,512131,3,32.86692,-96.87571
2056158,75254,512131,3,32.94571,-96.80127
2064858,75703,512131,3,32.23825,-95.31947
2130561,77338,512131,3,30.00858,-95.28351
2163648,78041,512131,3,27.55489,-99.46889
2175091,78230,512131,3,29.5455,-98.55571
2198697,78666,512131,3,29.8826,-97.97974
2199900,78701,512131,3,30.27022,-97.74248
2226255,79720,512131,5,32.20171,-101.51395
2250294,80206,512131,3,39.73041,-104.95258
2290527,81623,512131,3,39.2451,-107.20921
2299993,83001,512131,3,43.4094,-110.60884
2311280,83651,512131,3,43.58438,-116.62884
2312709,83702,512131,3,43.66821,-116.16493
2331243,84101,512131,3,40.75628,-111.89996
2339837,84341,512131,3,41.77197,-111.81128
2371360,85281,512131,3,33.42805,-111.93157
2396379,86403,512131,3,34.47703,-114.34423
2408901,88001,512131,4,32.29026,-106.75318
2443541,90024,512131,5,34.06565,-118.43521
2443997,90025,512131,3,34.04551,-118.44583
2444806,90027,512131,4,34.12515,-118.29049
2445205,90028,512131,6,34.09982,-118.3268
2447220,90036,512131,4,34.07013,-118.34978
2450295,90046,512131,4,34.10752,-118.36575
2450948,90048,512131,3,34.07293,-118.3727
2456450,90211,512131,4,34.06498,-118.38293
2467093,90401,512131,4,34.01584,-118.49251
2526983,91910,512131,3,32.63653,-117.06301
2535638,92037,512131,3,32.85257,-117.25104
2541350,92101,512131,3,32.7162,-117.18589
2554302,92234,512131,3,33.81386,-116.46663
2571647,92591,512131,4,33.53432,-117.1092
2592883,92821,512131,3,33.92997,-117.86986
2606484,93101,512131,5,34.41925,-119.70808
2642080,94103,512131,8,37.77299,-122.41136
2674856,94704,512131,3,37.8664,-122.26088
2680836,94952,512131,4,38.23007,-122.76338
2682667,95008,512131,3,37.27977,-121.95481
2716676,95630,512131,3,38.66558,-121.141
2732818,95945,512131,3,39.19426,-120.98199
2740357,96707,512131,3,21.36455,-158.08141
2773171,97301,512131,5,44.94948,-123.00439
2778842,97401,512131,4,44.06803,-123.08171
2785825,97520,512131,3,42.15472,-122.53168
2803238,98052,512131,3,47.68148,-122.1203
2808432,98105,512131,3,47.66094,-122.28321
2810431,98110,512131,3,47.64389,-122.54335
2812875,98122,512131,4,47.60985,-122.29569
2829809,98368,512131,4,48.03879,-122.84406
2868582,99801,512131,3,58.39785,-134.05472
