Unnamed: 0,zip,naics,est,lat,lng
115,1001,512131,1,42.06262,-72.62521
2247,1035,512131,1,42.35563,-72.5692
3438,1060,512131,1,42.32218,-72.63126
5285,1089,512131,1,42.12532,-72.65025
6191,1104,512131,1,42.13326,-72.56733
7353,1129,512131,1,42.1211,-72.4877
8414,1230,512131,1,42.18197,-73.34244
8680,1237,512131,1,42.5529,-73.25373
9768,1267,512131,1,42.66593,-73.24209
9982,1301,512131,1,42.62375,-72.60379
10871,1366,512131,1,42.48858,-72.18564
11459,1420,512131,1,42.58559,-71.81693
12123,1440,512131,1,42.58797,-71.98649
12693,1453,512131,1,42.51961,-71.76583
14630,1510,512131,1,42.4119,-71.68883
15342,1524,512132,1,42.24919,-71.91989
15534,1527,512131,3,42.19228,-71.77397
18314,1581,512131,1,42.26815,-71.61402
18572,1583,512131,1,42.37034,-71.78502
19993,1606,512131,1,42.31367,-71.79614
20692,1610,512131,1,42.24645,-71.80968
21124,1701,512131,3,42.32195,-71.43796
22070,1721,512132,1,42.25726,-71.46867
23867,1752,512131,1,42.3494,-71.54681
24244,1756,512132,1,42.09301,-71.55146
26009,1801,512131,1,42.48694,-71.15415
26383,1803,512131,1,42.5028,-71.20147
28977,1843,512131,1,42.68985,-71.16095
29221,1844,512131,2,42.73426,-71.18858
30176,1853,512131,1,,
31532,1879,512131,1,42.66626,-71.42911
34150,1915,512131,2,42.56841,-70.8647
34695,1923,512131,2,42.57398,-70.94923
35129,1930,512131,1,42.62605,-70.68966
36664,1952,512131,2,42.84655,-70.86163
38271,2019,512131,1,42.0777,-71.47407
38991,2026,512131,3,42.24665,-71.1777
40098,2043,512131,1,42.21678,-70.88494
41132,2053,512131,1,42.15352,-71.42906
41926,2062,512131,1,42.18563,-71.19464
42192,2066,512131,1,42.20129,-70.76155
42354,2067,512131,1,42.10778,-71.18183
44224,2111,512131,1,42.35067,-71.06054
44961,2116,512131,1,42.35105,-71.07638
48533,2138,512131,3,42.37997,-71.13446
48795,2139,512131,1,42.36224,-71.10253
49848,2144,512131,1,42.40088,-71.122
51057,2151,512131,1,42.41887,-71.004
52935,2184,512131,1,42.20386,-71.0022
53769,2190,512131,1,42.16625,-70.95253
54454,2215,512131,2,42.34741,-71.10276
56076,2333,512131,1,42.03521,-70.94235
56413,2339,512131,1,42.12241,-70.85665
58358,2364,512131,1,41.98616,-70.74823
58643,2368,512131,1,42.17506,-71.05011
60175,2446,512131,1,42.3435,-71.12179
60960,2453,512131,1,42.36918,-71.24101
62215,2465,512131,3,42.34969,-71.22646
62544,2467,512131,1,42.31725,-71.16096
63152,2474,512131,1,42.42053,-71.15666
64926,2535,512131,1,41.34896,-70.74629
65368,2539,512131,2,41.37994,-70.53227
65885,2554,512131,1,41.28555,-70.08043
66048,2556,512131,1,41.63903,-70.62521
66165,2557,512131,2,41.44218,-70.56648
66989,2571,512131,1,41.76184,-70.70138
67452,2601,512131,2,41.66,-70.29327
68212,2638,512131,1,41.73225,-70.19459
68621,2645,512131,1,41.70352,-70.06215
68997,2649,512131,1,41.61778,-70.49077
69634,2657,512131,1,42.06139,-70.19813
69821,2660,512131,1,41.70828,-70.15517
69959,2663,512131,1,41.90576,-69.989
73617,2745,512131,2,41.70284,-70.94695
74018,2747,512131,1,41.6577,-71.01202
74387,2760,512131,1,41.97004,-71.33586
74956,2766,512131,1,41.96402,-71.18418
75648,2771,512131,2,41.83787,-71.31736
75857,2777,512131,1,41.75699,-71.21208
76204,2780,512131,1,41.90743,-71.11939
