Unnamed: 0,zip,naics,est,lat,lng
354,1002,512131,1,42.37633,-72.46462
2320,1035,512131,1,42.35563,-72.5692
3572,1060,512131,2,42.32218,-72.63126
3815,1062,512131,1,42.32146,-72.69244
5501,1089,512131,1,42.12532,-72.65025
7660,1128,512131,1,42.09497,-72.48806
7739,1129,512131,1,42.1211,-72.4877
8900,1230,512131,1,42.18197,-73.34244
9175,1237,512131,2,42.5529,-73.25373
9682,1247,512131,1,42.69813,-73.09264
10312,1267,512131,1,42.66593,-73.24209
10527,1301,512131,2,42.62375,-72.60379
12083,1420,512131,1,42.58559,-71.81693
12283,1430,512131,1,42.66069,-71.9232
12743,1440,512131,1,42.58797,-71.98649
13328,1453,512131,1,42.51961,-71.76583
13596,1460,512131,1,42.53503,-71.4891
15333,1510,512131,1,42.4119,-71.68883
16074,1524,512132,1,42.24919,-71.91989
16252,1527,512131,1,42.19228,-71.77397
18131,1564,512132,1,42.44124,-71.77297
19089,1581,512131,2,42.26815,-71.61402
20823,1606,512131,1,42.31367,-71.79614
21145,1608,512131,2,42.2621,-71.80145
21590,1610,512131,2,42.24645,-71.80968
22090,1701,512131,3,42.32195,-71.43796
24911,1752,512131,3,42.3494,-71.54681
25820,1760,512131,1,42.28436,-71.34966
27159,1801,512131,1,42.48694,-71.15415
27544,1803,512131,1,42.5028,-71.20147
28182,1821,512131,1,42.54999,-71.25206
30225,1843,512131,2,42.68985,-71.16095
30471,1844,512131,1,42.73426,-71.18858
31492,1853,512131,1,,
32933,1879,512131,1,42.66626,-71.42911
35668,1915,512131,1,42.56841,-70.8647
36198,1923,512131,2,42.57398,-70.94923
38280,1952,512131,1,42.84655,-70.86163
39272,1970,512131,1,42.51298,-70.90266
39273,1970,512132,1,42.51298,-70.90266
40013,2019,512131,2,42.0777,-71.47407
40743,2026,512131,6,42.24665,-71.1777
41863,2043,512131,1,42.21678,-70.88494
43760,2062,512131,1,42.18563,-71.19464
44217,2067,512131,1,42.10778,-71.18183
47040,2116,512131,2,42.35105,-71.07638
49448,2130,512132,1,42.30823,-71.11515
50323,2135,512131,1,42.34989,-71.15417
50832,2138,512131,3,42.37997,-71.13446
51112,2139,512131,1,42.36224,-71.10253
52163,2144,512131,1,42.40088,-71.122
52354,2145,512131,1,42.39206,-71.0895
52933,2149,512131,1,42.40643,-71.05446
53453,2151,512131,1,42.41887,-71.004
55394,2184,512131,1,42.20386,-71.0022
56283,2190,512131,1,42.16625,-70.95253
56988,2215,512131,1,42.34741,-71.10276
58687,2333,512131,1,42.03521,-70.94235
59046,2339,512131,1,42.12241,-70.85665
61068,2364,512131,2,41.98616,-70.74823
61403,2368,512131,1,42.17506,-71.05011
63015,2446,512131,1,42.3435,-71.12179
63781,2453,512131,1,42.36918,-71.24101
64976,2465,512131,1,42.34969,-71.22646
65266,2467,512131,1,42.31725,-71.16096
67766,2536,512131,1,41.59706,-70.56677
68113,2539,512131,2,41.37994,-70.53227
68657,2554,512131,1,41.28555,-70.08043
68813,2556,512131,2,41.63903,-70.62521
70270,2601,512131,2,41.66,-70.29327
71085,2638,512131,1,41.73225,-70.19459
71513,2645,512131,1,41.70352,-70.06215
71620,2646,512131,1,41.67103,-70.07144
71900,2649,512131,2,41.61778,-70.49077
72572,2657,512131,1,42.06139,-70.19813
72747,2660,512131,2,41.70828,-70.15517
72890,2663,512131,1,41.90576,-69.989
77230,2747,512131,1,41.6577,-71.01202
77613,2760,512131,1,41.97004,-71.33586
78916,2771,512131,1,41.83787,-71.31736
79141,2777,512131,1,41.75699,-71.21208
79508,2780,512131,2,41.90743,-71.11939
80202,2807,512131,1,41.17762,-71.57854
80412,2809,512131,1,41.68266,-71.26938
81739,2828,512131,1,41.87672,-71.56065
85478,2879,512131,1,41.42865,-71.53837
85796,2882,512131,1,41.4253,-71.46816
85921,2883,512131,1,,
86394,2886,512131,2,41.70493,-71.45892
88157,2896,512132,1,41.97285,-71.55027
88494,2903,512131,4,41.81902,-71.41003
89322,2906,512131,1,41.83964,-71.38963
90798,2914,512131,1,41.81326,-71.36608
91030,2915,512131,1,41.77725,-71.34906
94452,3053,512131,1,42.87927,-71.38702
94715,3054,512131,1,42.85471,-71.51878
94970,3055,512132,1,42.81783,-71.67361
95852,3063,512131,1,42.7795,-71.51939
97054,3086,512131,1,42.82741,-71.76967
98004,3103,512131,2,42.95536,-71.44463
98231,3104,512131,1,43.00926,-71.4411
98543,3106,512131,2,43.07097,-71.43651
99003,3110,512131,2,42.94065,-71.53023
100811,3246,512131,2,43.57239,-71.4775
101085,3249,512131,1,43.55806,-71.38505
101190,3251,512131,1,44.0796,-71.65276
103230,3301,512131,4,43.22423,-71.54342
104024,3431,512131,1,42.96785,-72.29862
105409,3470,512132,1,42.77869,-72.34413
105539,3561,512131,1,44.33222,-71.80973
107650,3755,512131,1,43.72377,-72.19563
107890,3766,512131,1,43.63491,-72.23819
108754,3785,512132,1,44.06525,-71.87017
109014,3801,512131,4,43.07293,-70.8052
109862,3818,512132,1,43.97302,-71.25261
110147,3820,512131,1,43.18933,-70.88428
110902,3833,512131,1,42.97464,-70.98885
111676,3842,512131,1,42.93941,-70.83697
112342,3855,512131,1,43.46343,-71.14172
114133,3878,512131,1,43.25335,-70.88555
115336,3907,512131,1,43.25474,-70.611
116051,4005,512131,2,43.49591,-70.49537
116313,4009,512132,1,44.04791,-70.73632
116535,4011,512131,3,43.90068,-69.97607
121132,4092,512132,1,43.69542,-70.35389
121867,4101,512131,2,43.6624,-70.2586
122502,4103,512131,1,43.69392,-70.2909
122863,4105,512131,2,43.74753,-70.2825
123151,4106,512131,2,43.63081,-70.28972
123799,4210,512131,1,44.08505,-70.24923
124106,4217,512131,1,44.36726,-70.83364
126960,4330,512131,2,44.36387,-69.73729
